publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,39.37,-9.41,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Phyllophora crispa ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,470.8962965,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.65,8.8,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Gelidium corneum ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,553.9132651,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,41.8,-8.87,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Cystoseira tamariscifolia ,NA,Coastal,Multiple life stages,Primary producer,Leading edge,Warm water,37,NA,Non significant shift warm water species,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,461.0212782,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,39.37,-9.41,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Scytosiphon lomentaria ,NA,Coastal,Multiple life stages,Primary producer,Leading edge,Warm water,37,NA,Non significant shift warm water species,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,470.8962965,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.01,-8.93,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Ahnfeltia plicata ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,70.21,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.34,-8.85,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Bifurcaria bifurcata ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,54.68,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,39.37,-9.34,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Desmarestia aculeata ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,48.3,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,470.8962965,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,38.66,-9.37,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Fucus vesiculosus ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,33.4,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,500.243779,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,42.42,-9,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Halidrys siliquosa ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,19.15,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,524.2707627,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.34,-8.85,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Mastocarpus stellatus ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,"Southwards shift, cold water species",Site,-1,25.74,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.11,-8.58,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Fucus serratus ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,-1,-1.91,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.11,8.58,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Laminaria saccharina ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,-1,1.91,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,553.9132651,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.93,-8.87,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Petalonia fascia ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,-1,5.96,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,41.75,-8.88,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Delesseria sanguinea ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,-1,1.91,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,461.0212782,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,41.14,-8.68,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Dilsea carnosa ,NA,Coastal,Multiple life stages,Primary producer,Trailing edge,Cold water,37,NA,non significant shift cold-water species,Site,-1,3.83,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,461.0212782,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,41.8,-8.87,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Halopteris filicina ,NA,Coastal,Multiple life stages,Primary producer,Leading edge,Warm water,37,NA,Non significant shift warm water species,Site,-1,-1.06,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,461.0212782,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.93,-8.87,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Amphiroa sp. ,NA,Coastal,Multiple life stages,Primary producer,Leading edge,Warm water,37,NA,Non significant shift warm water species,Site,1,5.96,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2007,"Lima, F. P., P. A. Ribeiro, N. Queiroz, S. J. Hawkins, and A. M. Santos. 2007. Do distributional shifts of northern and southern species of algae match the warming pattern? Global Change Biology 13: 2592-2605.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,37.11,-8.58,10000,Coastline of Portugal,1960,2006,47,10,Two periods,1950s & 60s to 2001-2006,Benthic algae,Taxa,Caulacanthus ustulatus,NA,Coastal,Multiple life stages,Primary producer,Leading edge,Warm water,37,NA,Non significant shift warm water species,Site,1,4.26,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,474.469344,Not exploited,Meroplanktonic,No
2006,"Lima, F. P., N. Queiroz, P. A. Ribeiro, S. J. Hawkins, and A. M. Santos. 2006. Recent changes in the distribution of a marine gastropod, Patella rustica Linnaeus, 1758, and their relationship to unusual climatic events. Journal of Biogeography 33:812-822",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,41.16,-8.68,1000,"Not northern rang elimit of species, but area where has been historic gap in distribution due to coler waters",1955,2005,51,1,Two periods,NA,Benthic molluscs,Taxa,Patella rustica,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,1,NA,Range expansion,Site,1,250,km,Calculated from manuscript or supplementary material,NA,Consistent,461.0212782,Not exploited,Meroplanktonic,No
2006,"Lima, F. P., N. Queiroz, P. A. Ribeiro, S. J. Hawkins, and A. M. Santos. 2006. Recent changes in the distribution of a marine gastropod, Patella rustica Linnaeus, 1758, and their relationship to unusual climatic events. Journal of Biogeography 33:812-822",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,39.51,-9.14,1000,"Not northern rang elimit of species, but area where has been historic gap in distribution due to cooler waters",1955,2005,51,1,Two periods,NA,Benthic molluscs,Taxa,Patella rustica,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,1,NA,No change in range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,Consistent,470.8962965,Not exploited,Meroplanktonic,No
2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,1000000,NA,1968,2007,40,40,Continuous,NA,Bony fish,Taxa,Merluccius bilinearis,Silver hake southern,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,30,NA,poleward movement of abundance centre,Abund.,1,5.7,km,Given in manuscript or supplementary material,from table 3,Consistent,207.530428,Exploited,Meroplanktonic,No
2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,1000000,NA,1968,2007,40,40,Continuous,NA,Bony fish,Taxa,Urophycis chuss,Red hake_northern,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,30,NA,poleward movement of abundance centre,Abund.,1,6.1,km,Given in manuscript or supplementary material,from table 3,Consistent,326.7683278,Exploited,Meroplanktonic,No
2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,1000000,NA,1968,2007,40,40,Continuous,NA,Bony fish,Taxa,Zoarces americanus,Ocean pout,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,30,NA,poleward movement of abundance centre,Abund.,1,9.3,km,Given in manuscript or supplementary material,from table 3,Consistent,207.530428,Exploited,Meroplanktonic,No
